Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location,Lat,Long
460014,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,,,TOOELE,UT,84074,TOOELE,4358433700,Acute Care Hospitals,Proprietary,TRUE,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.56669361000047, -112.29591041599969)",40.5666936100004,-112.29591041599969
460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,,,LOGAN,UT,84341,CACHE,4357161000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743338800049, -111.82112757999971)",41.7574333880004,-111.82112757999971
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,,,BRIGHAM CITY,UT,84302,BOX ELDER,4357349471,Acute Care Hospitals,Proprietary,TRUE,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152595300046, -112.02418016899969)",41.4915259530004,-112.02418016899969
460019,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH (75-2),,,ROOSEVELT,UT,84066,DUCHESNE,4357226163,Acute Care Hospitals,Government - Local,TRUE,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.30342435400047, -109.9960889679997)",40.3034243540004,-109.9960889679997
460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,,,ST GEORGE,UT,84790,WASHINGTON,4352512100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982139800047, -113.55333508599972)",37.0998213980004,-113.55333508599972
460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,,,AMERICAN FORK,UT,84003,UTAH,8018553305,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.380270117000464, -111.76904471799969)",40.38027011700046,-111.76904471799969
460026,SEVIER VALLEY MEDICAL CENTER,1000 NORTH MAIN STREET,,,RICHFIELD,UT,84701,SEVIER,4358934100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1000 NORTH MAIN STREET
RICHFIELD, UT 84701
(38.78209423700048, -112.0847519999997)",38.7820942370004,-112.0847519999997
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,,,SALT LAKE CITY,UT,84148,,8015841211,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"500 FOOTHILL BLVD.
SALT LAKE CITY, UT 84148
(40.758293378000474, -111.83855534599968)",40.75829337800047,-111.83855534599968
460030,ASHLEY REGIONAL MEDICAL CENTER,150 WEST 100 NORTH,,,VERNAL,UT,84078,UINTAH,4357893342,Acute Care Hospitals,Proprietary,TRUE,"150 WEST 100 NORTH
VERNAL, UT 84078
(40.45713810500047, -109.53141377699967)",40.4571381050004,-109.53141377699967
460033,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,,,PANGUITCH,UT,84759,GARFIELD,4356768811,Acute Care Hospitals,Government - Local,TRUE,"200 NORTH 400 EAST
PANGUITCH, UT 84759
(37.82597192400044, -112.42784327299967)",37.8259719240004,-112.42784327299967
460035,BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST,,,BEAVER,UT,84713,BEAVER,4354387102,Acute Care Hospitals,Government - Local,TRUE,"1109 NORTH 100 WEST
BEAVER, UT 84713
(38.28983965900045, -112.64318848899967)",38.2898396590004,-112.64318848899967
460039,BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,,,TREMONTON,UT,84337,BOX ELDER,4352074708,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"905 NORTH 1000 WEST
TREMONTON, UT 84337
(41.723423219000495, -112.18143967599968)",41.72342321900049,-112.18143967599968
460041,DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,,,LAYTON,UT,84041,DAVIS,8018071000,Acute Care Hospitals,Proprietary,TRUE,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921859300045, -111.9954315759997)",41.0892185930004,-111.9954315759997
460042,LAKEVIEW HOSPITAL,630 EAST MEDICAL DRIVE,,,BOUNTIFUL,UT,84010,DAVIS,8012992211,Acute Care Hospitals,Proprietary,TRUE,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668455900046, -111.86824020299969)",40.8866845590004,-111.86824020299969
460043,OREM COMMUNITY HOSPITAL,331 NORTH 400 WEST,,,OREM,UT,84057,UTAH,8017143307,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"331 NORTH 400 WEST
OREM, UT 84057
(40.303260992000446, -111.70545613699971)",40.30326099200044,-111.70545613699971
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,,,SANDY,UT,84094,SALT LAKE,8015012600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575600573000486, -111.85317688199967)",40.57560057300048,-111.85317688199967
460047,ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,,,SALT LAKE CITY,UT,84124,SALT LAKE,8012687700,Acute Care Hospitals,Proprietary,TRUE,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.6870401810005, -111.85675983399972)",40.687040181000,-111.85675983399972
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,,,MURRAY,UT,84107,SALT LAKE,8013144100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,"5848 SOUTH 300 EAST
MURRAY, UT 84107
(40.64408307400049, -111.89840841299969)",40.6440830740004,-111.89840841299969
460051,JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,,,WEST JORDAN,UT,84088,SALT LAKE,8015618888,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793284100045, -111.97527612899967)",40.5879328410004,-111.97527612899967
460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,,,OREM,UT,84057,UTAH,8017146800,Acute Care Hospitals,Proprietary,TRUE,"750 WEST 800 NORTH
OREM, UT 84057
(40.31208839600049, -111.7147501989997)",40.3120883960004,-111.7147501989997
460054,CACHE VALLEY SPECIALITY HOSPITAL,2380 NORTH 400 EAST,,,NORTH LOGAN,UT,84341,CACHE,4357139700,Acute Care Hospitals,Proprietary,TRUE,"2380 NORTH 400 EAST
NORTH LOGAN, UT 84341
(41.775537674000475, -111.8231008199997)",41.77553767400047,-111.8231008199997
460057,PARK CITY MEDICAL CENTER,900 ROUND VALLEY DRIVE,,,PARK CITY,UT,84060,SUMMIT,4356587000,Acute Care Hospitals,Proprietary,TRUE,"900 ROUND VALLEY DRIVE
PARK CITY, UT 84060
(40.686474286000475, -111.46651672699971)",40.68647428600047,-111.46651672699971
460058,RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,,,RIVERTON,UT,84065,SALT LAKE,8012854000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227489100045, -111.97992847099971)",40.5222748910004,-111.97992847099971
461300,DELTA COMMUNITY MEDICAL CENTER,126 SOUTH WHITE SAGE AVENUE,,,DELTA,UT,84624,MILLARD,4358645591,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.349741947000496, -112.56026558799971)",39.34974194700049,-112.56026558799971
461301,FILLMORE COMMUNITY MEDICAL CENTER,674 SOUTH HIGHWAY 99,,,FILLMORE,UT,84631,MILLARD,4357435591,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"674 SOUTH HIGHWAY 99
FILLMORE, UT 84631
(38.95381919200048, -112.33996106599972)",38.9538191920004,-112.33996106599972
461302,MOAB REGIONAL HOSPITAL,450 WEST WILLIAMS WAY,,,MOAB,UT,84532,GRAND,4357193501,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"450 WEST WILLIAMS WAY
MOAB, UT 84532
(38.574327610000466, -109.56012378099967)",38.57432761000046,-109.56012378099967
461303,SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,,,MOUNT PLEASANT,UT,84647,SANPETE,4357622441,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1100 SOUTH MEDICAL DRIVE
MOUNT PLEASANT, UT 84647
(39.53225374100049, -111.46126171799972)",39.5322537410004,-111.46126171799972
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,48 WEST 1500 NORTH,,,NEPHI,UT,84648,JUAB,4356233000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"48 WEST 1500 NORTH
NEPHI, UT 84648
(39.730628580000484, -111.83705114599968)",39.73062858000048,-111.83705114599968
461305,MILFORD VALLEY MEMORIAL HOSPITAL,850 NORTH MAIN STREET,,,MILFORD,UT,84751,BEAVER,4353872411,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"850 NORTH MAIN STREET
MILFORD, UT 84751
(38.407385804000455, -113.0098478869997)",38.40738580400045,-113.0098478869997
461306,GUNNISON VALLEY HOSPITAL,64 EAST 100 NORTH,,,GUNNISON,UT,84634,SANPETE,4355287246,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"64 EAST 100 NORTH
GUNNISON, UT 84634
(39.1566284970005, -111.81637894899967)",39.156628497000,-111.81637894899967
461307,HEBER VALLEY MEDICAL CENTER,1485 SOUTH HIGHWAY 40,,,HEBER CITY,UT,84032,WASATCH,4356542500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1485 SOUTH HIGHWAY 40
HEBER CITY, UT 84032
(40.48889776900046, -111.4090845079997)",40.4888977690004,-111.4090845079997
461308,SAN JUAN HOSPITAL,380 WEST 100 NORTH,,,MONTICELLO,UT,84535,SAN JUAN,4355872116,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"380 WEST 100 NORTH
MONTICELLO, UT 84535
(37.873930955000446, -109.35013638099969)",37.87393095500044,-109.35013638099969
461309,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,,,KANAB,UT,84741,KANE,4356445811,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"355 NORTH MAIN STREET
KANAB, UT 84741
(37.054150785000445, -112.52862551899972)",37.05415078500044,-112.52862551899972
461310,BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,,,BLANDING,UT,84511,SAN JUAN,4356783993,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613407906000475, -109.48153782099968)",37.61340790600047,-109.48153782099968
463301,PRIMARY CHILDRENS MEDICAL CENTER,100 NORTH MARIO CAPECCHI DRIVE,,,SALT LAKE CITY,UT,84113,SALT LAKE,8016626200,Childrens,Voluntary non-profit - Private,TRUE,"100 NORTH MARIO CAPECCHI DRIVE
SALT LAKE CITY, UT 84113
(40.766299852000486, -111.83674326999972)",40.76629985200048,-111.83674326999972
470001,CENTRAL VERMONT MEDICAL CENTER,BOX 547,,,BARRE,VT,5641,WASHINGTON,8023714100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"BOX 547
BARRE, VT 05641
(44.196374249000485, -72.49216855999964)",44.19637424900048,-72.49216855999964
470003,FLETCHER ALLEN HOSPITAL OF VERMONT,111 COLCHESTER AVE,,,BURLINGTON,VT,5401,CHITTENDEN,8028470000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"111 COLCHESTER AVE
BURLINGTON, VT 05401
(44.4806723260005, -73.19654794399963)",44.480672326000,-73.19654794399963
470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,,,RUTLAND,VT,5701,RUTLAND,8027757111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"160 ALLEN ST
RUTLAND, VT 05701
(43.59924183800047, -72.95581433299964)",43.5992418380004,-72.95581433299964
470011,BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,,,BRATTLEBORO,VT,5301,WINDHAM,8022570341,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"17 BELMONT AVE
BRATTLEBORO, VT 05301
(42.84213645200049, -72.56480520499963)",42.8421364520004,-72.56480520499963
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,,,BENNINGTON,VT,5201,BENNINGTON,8024426361,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"100 HOSPITAL DRIVE
BENNINGTON, VT 05201
(42.87354580900046, -73.20756058399962)",42.8735458090004,-73.20756058399962
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,,,WHITE RIVER JUNCTION,VT,5009,,8022959363,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"215 N. MAIN ST.
WHITE RIVER JUNCTION, VT 05009
(43.650207896000495, -72.32231219999966)",43.65020789600049,-72.32231219999966
470024,NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,,,SAINT ALBANS,VT,5478,FRANKLIN,8025245911,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"133 FAIRFIELD STREET
SAINT ALBANS, VT 05478
(44.8066157070005, -73.07285157299964)",44.806615707000,-73.07285157299964
471300,GRACE COTTAGE HOSPITAL,PO BOX 216,,,TOWNSHEND,VT,5353,WINDHAM,8023657920,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"PO BOX 216
TOWNSHEND, VT 05353
(43.05040077300049, -72.66674653499967)",43.0504007730004,-72.66674653499967
471301,GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,,,RANDOLPH,VT,5060,ORANGE,8027284441,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"44 SOUTH MAIN STREET
RANDOLPH, VT 05060
(43.91660556300047, -72.66588982299965)",43.9166055630004,-72.66588982299965
471302,MT ASCUTNEY HOSPITAL,289 COUNTY ROAD,,,WINDSOR,VT,5089,WINDSOR,8026746711,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"289 COUNTY ROAD
WINDSOR, VT 05089
(43.487568457000464, -72.40104121699966)",43.48756845700046,-72.40104121699966
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,1315 HOSPITAL DRIVE,,,SAINT JOHNSBURY,VT,5819,CALEDONIA,8027487400,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1315 HOSPITAL DRIVE
SAINT JOHNSBURY, VT 05819
(44.4452869050005, -72.00890968399966)",44.445286905000,-72.00890968399966
471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,189 PROUTY DRIVE,,,NEWPORT,VT,5855,ORLEANS,8023347331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"189 PROUTY DRIVE
NEWPORT, VT 05855
(44.95471663900048, -72.20172758399963)",44.9547166390004,-72.20172758399963
471305,COPLEY HOSPITAL,528 WASHINGTON HIGHWAY,,,MORRISVILLE,VT,5661,LAMOILLE,8028884231,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"528 WASHINGTON HIGHWAY
MORRISVILLE, VT 05661
(44.554172045000485, -72.59138335499966)",44.55417204500048,-72.59138335499966
471306,SPRINGFIELD HOSPITAL,PO BOX 2003,,,SPRINGFIELD,VT,5156,WINDSOR,8028852151,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"PO BOX 2003
SPRINGFIELD, VT 05156
(43.30748171400046, -72.47202945899966)",43.3074817140004,-72.47202945899966
471307,"PORTER HOSPITAL, INC",115 PORTER DRIVE,,,MIDDLEBURY,VT,5753,ADDISON,8023884701,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"115 PORTER DRIVE
MIDDLEBURY, VT 05753
(43.99945382800047, -73.16843835199967)",43.9994538280004,-73.16843835199967
480001,"ROY LESTER SCHNEIDER HOSPITAL,THE",9048 SUGAR ESTATE,,,ST THOMAS,VI,801,SAINT THOMAS,8097768311,Acute Care Hospitals,Government - Local,TRUE,"9048 SUGAR ESTATE
ST THOMAS, VI 00801
(18.348989999000423, -64.93041999899964)",18.34898999900042,-64.93041999899964
480002,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",,,ST CROIX,VI,820,SAINT CROIX,3407786311,Acute Care Hospitals,Government - Local,TRUE,"#4007 EST DIAMOND RUBY, CHRISTIANSTED
ST CROIX, VI 00820
(17.779810008000425, -64.77588000399965)",17.77981000800042,-64.77588000399965
490001,NORTON COMMUNITY HOSPITAL,100  15TH ST NW,,,NORTON,VA,24273,NORTON CITY,7036798865,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"100 15TH ST NW
NORTON, VA 24273
(36.93211951100045, -82.64263973099963)",36.9321195110004,-82.64263973099963
490002,RUSSELL COUNTY MEDICAL CENTER,58 CARROLL STREET,,,LEBANON,VA,24266,RUSSELL,2768838100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"58 CARROLL STREET
LEBANON, VA 24266
(36.89893609900048, -82.07856815899964)",36.8989360990004,-82.07856815899964
490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,,,HARRISONBURG,VA,22801,HARRISONBURG CITY,5406891000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"2010 HEALTH CAMPUS DRIVE
HARRISONBURG, VA 22801
(38.406415824000476, -78.85792989099963)",38.40641582400047,-78.85792989099963
490005,WINCHESTER MEDICAL CENTER,220 CAMPUS BLVD SUITE 210,,,WINCHESTER,VA,22601,WINCHESTER CITY,5405368000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"220 CAMPUS BLVD SUITE 210
WINCHESTER, VA 22601
(39.200542088000475, -78.18868198199965)",39.20054208800047,-78.18868198199965
490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,,,NORFOLK,VA,23507,NORFOLK CITY,7573883000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"600 GRESHAM DR
NORFOLK, VA 23507
(36.862365267000484, -76.30473117999964)",36.86236526700048,-76.30473117999964
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,JEFFERSON PARK AVE,,,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,8002513627,Acute Care Hospitals,Government - State,TRUE,"JEFFERSON PARK AVE
CHARLOTTESVILLE, VA 22908
(38.015152808000494, -78.51081683999968)",38.01515280800049,-78.51081683999968
490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,,,NORFOLK,VA,23505,NORFOLK CITY,7578895000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"150 KINGSLEY LANE
NORFOLK, VA 23505
(36.89863662500045, -76.28211327699967)",36.8986366250004,-76.28211327699967
490012,WELLMONT LEE REGIONAL MEDICAL CENTER,127 HEALTH CARE DRIVE,,,PENNINGTON GAP,VA,24277,LEE,2765461440,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"127 HEALTH CARE DRIVE
PENNINGTON GAP, VA 24277
(36.74905358500047, -83.04931268099966)",36.7490535850004,-83.04931268099966
490013,HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,,,HALIFAX,VA,24558,HALIFAX,4345173100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"2204 WILBORN AVENUE
HALIFAX, VA 24558
(36.76650174400049, -78.94937682299968)",36.7665017440004,-78.94937682299968
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,,,PORTSMOUTH,VA,23707,PORTSMOUTH CITY,7573982200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"3636 HIGH STREET
PORTSMOUTH, VA 23707
(36.83662567800047, -76.34893571299966)",36.8366256780004,-76.34893571299966
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,,,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"78 MEDICAL CENTER DRIVE
FISHERSVILLE, VA 22939
(38.09628532000045, -78.98692952199963)",38.0962853200004,-78.98692952199963
490019,CULPEPER REGIONAL HOSPITAL,501 SUNSET LANE,,,CULPEPER,VA,22701,CULPEPER,5408294100,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"501 SUNSET LANE
CULPEPER, VA 22701
(38.45556668000046, -78.01196043899967)",38.4555666800004,-78.01196043899967
490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,,,HOPEWELL,VA,23860,HOPEWELL CITY,8045411600,Acute Care Hospitals,Proprietary,TRUE,"411 WEST RANDOLPH ROAD
HOPEWELL, VA 23860
(37.30708111500047, -77.29152317799964)",37.3070811150004,-77.29152317799964
490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,,,LYNCHBURG,VA,24501,LYNCHBURG CITY,4342004789,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1920 ATHERHOLT ROAD
LYNCHBURG, VA 24501
(37.41378253500045, -79.16975513099965)",37.4137825350004,-79.16975513099965
490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,,,FREDERICKSBURG,VA,22401,FREDERICKSBURG CITY,5407411100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1001 SAM PERRY BOULEVARD
FREDERICKSBURG, VA 22401
(38.31152372700046, -77.48068313099964)",38.3115237270004,-77.48068313099964
490023,"THE FAUQUIER HOSPITAL, INC",500 HOSPITAL DRIVE,,,WARRENTON,VA,20186,FAUQUIER,5403165000,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,"500 HOSPITAL DRIVE
WARRENTON, VA 20186
(38.71170117000048, -77.80823488799967)",38.7117011700004,-77.80823488799967
490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",,,ROANOKE,VA,24014,ROANOKE CITY,5409817000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1906 BELLEVIEW AVENUE, SE
ROANOKE, VA 24014
(37.25195310400045, -79.94300283499967)",37.2519531040004,-79.94300283499967
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,1250 EAST MARSHALL STREET - BOX 980510,,,RICHMOND,VA,23298,RICHMOND CITY,8048280938,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,"1250 EAST MARSHALL STREET - BOX 980510
RICHMOND, VA 23298
(37.53977528600046, -77.42988709799965)",37.5397752860004,-77.42988709799965
490033,WARREN MEMORIAL HOSPITAL,1000 NORTH SHENANDOAH AVE,,,FRONT ROYAL,VA,22630,WARREN,7036360300,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1000 NORTH SHENANDOAH AVE
FRONT ROYAL, VA 22630
(38.93001089100045, -78.19890587599963)",38.9300108910004,-78.19890587599963
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,9507 HOSPITAL AVENUE,,,NASSAWADOX,VA,23413,NORTHAMPTON,7574148000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"9507 HOSPITAL AVENUE
NASSAWADOX, VA 23413
(37.474457595000445, -75.86377851199967)",37.47445759500044,-75.86377851199967
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,,,MARION,VA,24354,SMYTH,2763781000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"245 MEDICAL PARK DRIVE
MARION, VA 24354
(36.848592270000495, -81.48962788799963)",36.84859227000049,-81.48962788799963
490040,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,,,ALEXANDRIA,VA,22304,ALEXANDRIA CITY,7035043167,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"4320 SEMINARY RD
ALEXANDRIA, VA 22304
(38.82432430600045, -77.10517766399965)",38.8243243060004,-77.10517766399965
490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,,,NEWPORT NEWS,VA,23602,NEWPORT NEWS CITY,7578866000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"2 BERNARDINE DRIVE
NEWPORT NEWS, VA 23602
(37.14593781500048, -76.51179740999964)",37.1459378150004,-76.51179740999964
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,,,CHRISTIANSBURG,VA,24073,MONTGOMERY,5407312000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"2900 LAMB CIRCLE
CHRISTIANSBURG, VA 24073
(37.08894755300048, -80.50688009199968)",37.0889475530004,-80.50688009199968
490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,,,LEESBURG,VA,20176,LOUDOUN,7038586600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"44045 RIVERSIDE PARKWAY
LEESBURG, VA 20176
(39.07534288500045, -77.47549285299965)",39.0753428850004,-77.47549285299965
490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,,,SUFFOLK,VA,23439,SUFFOLK CITY,7579344000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"2800 GODWIN BOULEVARD
SUFFOLK, VA 23439
(36.77274218000048, -76.58348789099966)",36.7727421800004,-76.58348789099966
490045,PRINCE WILLIAM HOSPITAL,8700 SUDLEY RD,,,MANASSAS,VA,20110,MANASSAS CITY,7033698000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"8700 SUDLEY RD
MANASSAS, VA 20110
(38.76772611100046, -77.48533641599965)",38.7677261110004,-77.48533641599965
490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,,,NORFOLK,VA,23502,NORFOLK CITY,7572616601,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"830 KEMPSVILLE ROAD
NORFOLK, VA 23502
(36.85023928200047, -76.19156795199967)",36.8502392820004,-76.19156795199967
490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,,,SALEM,VA,24153,SALEM,5407764000,Acute Care Hospitals,Proprietary,TRUE,"1900 ELECTRIC ROAD
SALEM, VA 24153
(37.26438466600047, -80.03317667199968)",37.2643846660004,-80.03317667199968
490050,VIRGINIA HOSPITAL CENTER,1701 NORTH GEORGE MASON DRIVE,,,ARLINGTON,VA,22205,ARLINGTON,7035585000,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,"1701 NORTH GEORGE MASON DRIVE
ARLINGTON, VA 22205
(38.889458541000465, -77.12871661999964)",38.88945854100046,-77.12871661999964
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,,,NEWPORT NEWS,VA,23601,NEWPORT NEWS CITY,7575942000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"500 J CLYDE MORRIS BLVD
NEWPORT NEWS, VA 23601
(37.063960187000475, -76.48531764499967)",37.06396018700047,-76.48531764499967
490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,,,ABINGDON,VA,24211,WASHINGTON,2762581000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"16000 JOHNSTON MEMORIAL DRIVE
ABINGDON, VA 24211
(36.72259144500049, -81.91020258699967)",36.7225914450004,-81.91020258699967
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,,,VIRGINIA BEACH,VA,23454,VIRGINIA BEACH CITY,7573958000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1060 FIRST COLONIAL ROAD
VIRGINIA BEACH, VA 23454
(36.864015149000465, -76.02833144199963)",36.86401514900046,-76.02833144199963
